Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsWithCurrManager
52,Yes,Travel_Rarely,1030,5,3,1319,2,Male,3,3,Sales Executive,2,Single,Yes,3,3,2,2,8,7
30,No,Travel_Rarely,634,17,4,1321,2,Female,3,3,Manager,1,Married,Yes,4,4,2,3,9,8
39,No,Travel_Rarely,524,18,2,1322,1,Male,3,2,Manufacturing Director,3,Single,No,3,1,6,3,8,7
31,No,Non-Travel,587,2,4,1324,4,Female,3,3,Sales Executive,3,Divorced,Yes,3,1,5,2,10,6
41,No,Non-Travel,256,10,2,1329,3,Male,1,2,Sales Executive,2,Single,No,3,1,4,3,19,9
31,Yes,Travel_Frequently,1060,1,3,1331,4,Female,3,1,Sales Representative,2,Single,Yes,3,1,2,4,3,2
44,Yes,Travel_Rarely,935,3,3,1333,1,Male,3,1,Laboratory Technician,1,Married,No,3,3,4,4,3,2
42,No,Non-Travel,495,2,1,1334,3,Male,3,4,Manager,3,Married,Yes,3,4,3,2,20,10
55,No,Travel_Rarely,282,2,2,1336,4,Female,1,5,Manager,3,Married,No,3,4,5,3,19,11
56,No,Travel_Rarely,206,8,4,1338,4,Male,3,5,Manager,2,Single,No,3,1,4,3,7,7
40,No,Non-Travel,458,16,2,1340,3,Male,3,1,Research Scientist,3,Divorced,No,3,2,0,3,4,0
34,No,Travel_Rarely,943,9,3,1344,4,Male,3,3,Healthcare Representative,4,Divorced,No,3,4,0,2,9,6
40,No,Travel_Rarely,523,2,3,1346,3,Male,3,2,Research Scientist,4,Single,No,3,3,4,3,9,8
41,No,Travel_Frequently,1018,1,3,1349,3,Female,3,2,Sales Executive,1,Divorced,No,3,4,2,3,9,7
35,No,Travel_Frequently,482,4,4,1350,3,Male,3,2,Research Scientist,3,Single,Yes,3,2,3,3,9,1
51,No,Travel_Rarely,770,5,3,1352,3,Male,3,4,Manager,2,Divorced,Yes,3,2,2,3,33,10
38,No,Travel_Rarely,1009,2,2,1355,2,Female,3,2,Sales Executive,1,Divorced,No,3,4,3,3,7,7
34,No,Travel_Rarely,507,15,2,1356,3,Female,3,2,Sales Executive,1,Single,No,3,4,6,4,10,6
25,No,Travel_Rarely,882,19,1,1358,4,Male,3,1,Laboratory Technician,4,Married,No,3,3,6,2,3,2
58,Yes,Travel_Rarely,601,7,4,1360,3,Female,2,3,Manufacturing Director,1,Married,Yes,3,4,0,2,10,9
40,No,Travel_Rarely,329,1,4,1361,2,Male,3,1,Laboratory Technician,2,Married,No,4,3,3,3,4,3
36,No,Travel_Frequently,607,7,3,1362,1,Female,4,2,Sales Executive,1,Married,No,3,4,2,2,15,13
48,No,Travel_Rarely,855,4,3,1363,4,Male,3,3,Manufacturing Director,4,Single,No,3,3,2,3,10,8
27,No,Travel_Rarely,1291,11,3,1364,3,Female,4,1,Sales Representative,4,Married,No,3,2,4,3,1,0
51,No,Travel_Rarely,1405,11,2,1367,4,Female,2,4,Manufacturing Director,2,Single,No,3,2,1,2,5,3
18,No,Non-Travel,1124,1,3,1368,4,Female,3,1,Laboratory Technician,4,Single,No,3,3,5,4,0,0
35,No,Travel_Rarely,817,1,3,1369,4,Female,2,2,Laboratory Technician,4,Married,No,3,2,0,3,9,0
27,No,Travel_Frequently,793,2,1,1371,4,Male,1,2,Sales Executive,4,Single,No,4,2,3,3,6,0
55,Yes,Travel_Rarely,267,13,4,1372,1,Male,4,4,Sales Executive,3,Single,Yes,3,3,2,2,19,8
56,No,Travel_Rarely,1369,23,3,1373,4,Male,3,4,Manufacturing Director,2,Married,Yes,3,1,0,3,19,9
34,No,Non-Travel,999,26,1,1374,1,Female,2,1,Research Scientist,3,Divorced,No,4,3,2,3,5,0
40,No,Travel_Rarely,1202,2,1,1375,2,Female,4,2,Healthcare Representative,3,Divorced,No,4,2,0,3,12,8
34,No,Travel_Rarely,285,29,3,1377,2,Male,3,2,Laboratory Technician,3,Married,No,3,1,1,3,8,7
31,Yes,Travel_Frequently,703,2,3,1379,3,Female,2,1,Sales Representative,4,Single,No,3,3,3,4,1,0
35,Yes,Travel_Frequently,662,18,4,1380,4,Female,3,2,Sales Executive,3,Married,Yes,3,3,0,2,4,2
38,No,Travel_Frequently,693,7,3,1382,4,Male,4,1,Research Scientist,3,Divorced,No,3,4,2,3,4,3
34,No,Travel_Rarely,404,2,4,1383,3,Female,3,2,Healthcare Representative,4,Single,No,3,4,2,4,14,11
28,No,Travel_Rarely,736,26,3,1387,3,Male,2,2,Sales Executive,1,Married,No,3,3,0,3,5,4
31,Yes,Travel_Rarely,330,22,4,1389,4,Male,3,2,Manufacturing Director,3,Married,Yes,3,4,3,2,10,7
39,No,Travel_Rarely,1498,21,4,1390,1,Male,2,2,Sales Executive,4,Married,Yes,3,4,2,4,5,4
51,No,Travel_Frequently,541,2,3,1391,2,Male,3,3,Sales Executive,2,Married,No,3,2,5,3,4,2
41,No,Travel_Frequently,1200,22,3,1392,4,Female,3,2,Research Scientist,4,Divorced,Yes,3,1,4,2,6,3
37,No,Travel_Rarely,1439,4,1,1394,3,Male,3,1,Research Scientist,3,Married,Yes,3,4,2,3,6,3
33,No,Travel_Frequently,1111,5,1,1395,2,Male,3,2,Sales Executive,4,Married,No,3,1,2,4,5,2
32,No,Travel_Rarely,499,2,1,1396,3,Male,3,2,Sales Executive,2,Married,Yes,3,1,3,2,3,2
39,No,Non-Travel,1485,25,2,1397,3,Male,3,3,Healthcare Representative,3,Married,No,4,2,2,3,6,5
25,No,Travel_Rarely,1372,18,1,1399,1,Male,4,2,Sales Executive,3,Married,No,3,2,3,2,3,2
52,No,Travel_Frequently,322,28,2,1401,4,Female,4,4,Manufacturing Director,3,Married,Yes,3,2,3,2,5,2
43,No,Travel_Rarely,930,6,3,1402,1,Female,2,2,Research Scientist,3,Single,Yes,3,1,3,1,20,8
27,No,Travel_Rarely,205,10,3,1403,4,Female,2,2,Sales Executive,4,Married,Yes,3,4,3,3,6,4
27,Yes,Travel_Rarely,135,17,4,1405,4,Female,3,1,Research Scientist,3,Single,Yes,3,4,2,3,8,7
26,No,Travel_Rarely,683,2,1,1407,1,Male,2,1,Research Scientist,4,Single,No,3,4,2,3,4,1
42,No,Travel_Rarely,1147,10,3,1408,3,Female,3,4,Manager,1,Married,No,3,3,5,3,20,9
52,No,Travel_Rarely,258,8,4,1409,3,Female,3,1,Laboratory Technician,1,Married,No,3,3,2,1,5,4
37,No,Travel_Rarely,1462,11,3,1411,1,Female,3,1,Laboratory Technician,3,Single,No,3,1,6,3,3,2
35,No,Travel_Frequently,200,18,2,1412,3,Male,3,3,Manufacturing Director,4,Single,No,3,3,2,3,2,2
25,No,Travel_Rarely,949,1,3,1415,1,Male,3,1,Laboratory Technician,4,Married,No,3,2,2,2,3,2
26,No,Travel_Rarely,652,7,3,1417,3,Male,4,1,Laboratory Technician,1,Single,No,3,4,2,3,7,7
29,No,Travel_Rarely,332,17,3,1419,2,Male,2,3,Human Resources,1,Single,No,3,1,3,2,10,9
49,Yes,Travel_Frequently,1475,28,2,1420,1,Male,2,2,Laboratory Technician,1,Single,No,4,1,2,3,4,3
29,Yes,Travel_Frequently,337,14,1,1421,3,Female,3,3,Healthcare Representative,4,Single,Yes,3,1,1,3,8,7
54,No,Travel_Rarely,971,1,3,1422,4,Female,3,4,Research Director,4,Single,No,3,4,3,2,20,7
58,No,Travel_Rarely,1055,1,3,1423,4,Female,3,5,Research Director,1,Married,Yes,4,3,3,3,9,5
55,No,Travel_Rarely,1136,1,4,1424,2,Male,4,4,Research Director,4,Divorced,No,3,4,4,4,7,0
36,No,Travel_Rarely,1174,3,4,1425,1,Female,3,2,Sales Executive,2,Single,Yes,3,4,3,3,5,1
31,Yes,Travel_Frequently,667,1,4,1427,2,Female,1,1,Sales Representative,3,Single,No,3,2,3,3,1,0
30,No,Travel_Rarely,855,7,4,1428,4,Female,3,2,Sales Executive,1,Divorced,No,3,2,3,3,3,2
31,No,Travel_Rarely,182,8,5,1430,1,Female,3,4,Research Director,2,Single,No,3,3,3,4,3,0
34,No,Travel_Frequently,560,1,4,1431,4,Male,3,1,Research Scientist,1,Divorced,No,3,3,2,3,4,3
31,Yes,Travel_Rarely,202,8,3,1433,1,Female,2,1,Research Scientist,2,Single,No,3,3,3,4,1,0
27,No,Travel_Rarely,1377,11,1,1434,2,Male,3,1,Laboratory Technician,1,Married,No,3,2,3,4,5,4
36,No,Travel_Rarely,172,4,4,1435,1,Male,2,2,Laboratory Technician,4,Single,No,3,3,2,2,10,8
36,No,Travel_Rarely,329,16,4,1436,3,Female,2,2,Sales Executive,1,Married,No,3,1,3,2,3,2
47,No,Travel_Rarely,465,1,3,1438,1,Male,3,1,Research Scientist,4,Married,No,3,3,2,2,6,2
25,Yes,Travel_Rarely,383,9,2,1439,1,Male,2,1,Sales Representative,1,Married,No,3,1,2,3,3,2
37,No,Non-Travel,1413,5,2,1440,3,Male,4,1,Laboratory Technician,3,Single,No,3,1,2,1,6,3
56,No,Travel_Rarely,1255,1,2,1441,1,Female,3,1,Research Scientist,1,Married,No,4,4,3,4,3,0
47,No,Travel_Rarely,359,2,4,1443,1,Female,3,4,Research Director,3,Married,No,3,2,2,4,20,6
24,No,Travel_Rarely,1476,4,1,1445,4,Female,3,2,Sales Executive,3,Married,Yes,3,3,3,3,5,3
32,No,Travel_Rarely,601,7,5,1446,4,Male,3,2,Sales Executive,4,Married,No,3,3,3,2,4,3
34,No,Travel_Rarely,401,1,3,1447,4,Female,2,1,Laboratory Technician,2,Married,No,3,1,2,2,5,2
41,No,Travel_Rarely,1283,5,5,1448,2,Male,4,1,Research Scientist,3,Married,Yes,3,1,5,2,4,3
40,No,Non-Travel,663,9,4,1449,3,Male,3,2,Laboratory Technician,3,Divorced,No,3,3,2,4,8,7
31,No,Travel_Rarely,326,8,2,1453,1,Male,3,3,Sales Executive,4,Divorced,No,3,1,5,3,13,9
46,Yes,Travel_Rarely,377,9,3,1457,1,Male,3,3,Sales Executive,4,Divorced,No,3,1,1,4,7,3
39,Yes,Non-Travel,592,2,3,1458,1,Female,2,1,Laboratory Technician,1,Single,Yes,4,2,2,4,1,0
31,Yes,Travel_Frequently,1445,1,5,1459,3,Female,4,3,Manufacturing Director,2,Single,No,3,1,2,3,10,7
45,No,Travel_Rarely,1038,20,3,1460,2,Male,1,3,Healthcare Representative,1,Divorced,Yes,3,2,2,3,7,7
31,No,Travel_Rarely,1398,8,2,1461,4,Female,4,1,Human Resources,2,Single,No,3,4,3,3,3,2
31,Yes,Travel_Frequently,523,2,3,1464,2,Male,3,1,Laboratory Technician,4,Married,Yes,3,3,2,1,2,2
45,No,Travel_Rarely,1448,29,3,1465,2,Male,3,3,Manufacturing Director,4,Married,Yes,3,4,4,4,3,2
48,No,Travel_Rarely,1221,7,3,1466,3,Male,3,2,Sales Executive,1,Divorced,No,3,1,3,3,2,2
34,Yes,Travel_Rarely,1107,9,4,1467,1,Female,3,1,Human Resources,3,Married,No,3,4,0,3,2,2
40,No,Non-Travel,218,8,1,1468,4,Male,2,3,Research Director,2,Divorced,No,3,3,5,3,9,8
28,No,Travel_Rarely,866,5,3,1469,4,Male,3,2,Sales Executive,1,Single,No,3,4,4,3,5,3
44,No,Non-Travel,981,5,3,1471,3,Male,2,1,Laboratory Technician,3,Single,No,3,4,5,3,5,3
53,No,Travel_Rarely,447,2,3,1472,4,Male,4,4,Research Director,2,Single,No,3,2,2,2,9,8
49,No,Travel_Rarely,1495,5,4,1473,1,Male,3,2,Healthcare Representative,3,Married,No,3,2,0,2,3,2
40,No,Travel_Rarely,896,2,3,1474,3,Male,3,1,Research Scientist,3,Divorced,No,3,3,3,4,3,2
44,No,Travel_Rarely,1467,20,3,1475,4,Male,3,1,Research Scientist,2,Single,No,3,3,3,2,5,3
33,No,Travel_Frequently,430,7,3,1477,4,Male,3,2,Sales Executive,1,Married,No,3,1,2,3,4,3
34,No,Travel_Rarely,1326,3,3,1478,4,Male,1,2,Sales Executive,1,Single,No,3,4,2,3,13,12
30,No,Travel_Rarely,1358,16,1,1479,4,Male,3,2,Sales Executive,3,Married,No,3,3,2,2,2,2
42,No,Travel_Frequently,748,9,2,1480,1,Female,3,1,Laboratory Technician,4,Single,No,3,3,3,3,12,8
44,No,Travel_Frequently,383,1,5,1481,1,Female,3,2,Sales Executive,3,Married,No,3,3,4,2,1,0
30,No,Non-Travel,990,7,3,1482,3,Male,3,1,Research Scientist,3,Divorced,No,3,2,2,2,1,0
57,No,Travel_Rarely,405,1,2,1483,2,Male,4,2,Research Scientist,3,Married,No,4,1,2,2,12,8
49,No,Travel_Rarely,1490,7,4,1484,3,Male,3,3,Healthcare Representative,2,Divorced,No,3,2,3,3,8,7
34,No,Travel_Frequently,829,15,3,1485,2,Male,3,4,Research Director,1,Divorced,No,3,4,3,2,14,9
28,Yes,Travel_Frequently,1496,1,3,1486,1,Male,3,1,Sales Representative,3,Married,No,3,4,3,4,3,2
29,Yes,Travel_Frequently,115,13,3,1487,1,Female,3,2,Sales Executive,2,Single,No,3,1,4,1,5,0
34,Yes,Travel_Rarely,790,24,4,1489,1,Female,2,2,Sales Executive,2,Single,Yes,4,3,2,4,15,10
35,No,Travel_Rarely,660,7,1,1492,4,Male,3,1,Sales Representative,3,Married,No,3,1,3,3,1,0
24,Yes,Travel_Frequently,381,9,3,1494,2,Male,3,1,Laboratory Technician,1,Single,Yes,3,3,2,2,0,0
24,No,Non-Travel,830,13,2,1495,4,Female,3,1,Sales Representative,2,Married,No,3,3,2,3,1,0
44,No,Travel_Frequently,1193,2,1,1496,2,Male,3,3,Manufacturing Director,3,Single,Yes,3,2,2,2,2,2
29,No,Travel_Rarely,1246,19,3,1497,3,Male,2,2,Sales Executive,3,Divorced,No,3,3,3,3,10,4
30,No,Travel_Rarely,330,1,3,1499,3,Male,3,1,Human Resources,3,Divorced,No,4,1,3,4,5,3
55,No,Travel_Rarely,1229,4,4,1501,4,Male,3,2,Healthcare Representative,3,Married,Yes,3,2,2,3,3,2
33,No,Travel_Rarely,1099,4,4,1502,1,Female,2,1,Laboratory Technician,2,Married,No,3,4,5,3,5,2
47,No,Travel_Rarely,571,14,3,1503,3,Female,3,2,Sales Executive,3,Married,Yes,3,3,4,2,5,2
28,Yes,Travel_Frequently,289,2,2,1504,3,Male,2,1,Laboratory Technician,1,Single,No,3,3,2,2,0,0
28,No,Travel_Rarely,1423,1,3,1506,1,Male,2,1,Research Scientist,3,Divorced,No,3,4,2,1,1,0
28,No,Travel_Frequently,467,7,3,1507,3,Male,3,2,Sales Executive,1,Single,No,3,4,5,3,4,3
49,No,Travel_Rarely,271,3,2,1509,3,Female,2,2,Laboratory Technician,1,Married,No,4,1,3,3,3,2
29,No,Travel_Frequently,410,2,1,1513,4,Female,3,1,Laboratory Technician,2,Married,No,3,3,3,3,3,2
28,No,Travel_Rarely,1083,29,1,1514,3,Male,1,2,Manufacturing Director,2,Married,No,3,2,2,2,8,7
33,No,Travel_Rarely,516,8,5,1515,4,Male,3,2,Healthcare Representative,3,Single,Yes,3,1,6,3,0,0
32,No,Travel_Rarely,495,10,3,1516,3,Male,3,3,Manager,4,Single,No,4,2,5,4,5,0
54,No,Travel_Frequently,1050,11,4,1520,2,Female,3,4,Manager,4,Divorced,No,4,1,2,3,14,12
29,Yes,Travel_Rarely,224,1,4,1522,1,Male,2,1,Research Scientist,1,Single,No,3,3,2,1,9,7
44,No,Travel_Rarely,136,28,3,1523,4,Male,3,4,Research Director,1,Married,No,3,3,1,4,20,17
39,No,Travel_Rarely,1089,6,3,1525,2,Female,3,3,Manufacturing Director,2,Single,No,3,4,3,3,2,2
46,No,Travel_Rarely,228,3,3,1527,3,Female,3,4,Manager,2,Married,No,3,4,2,4,13,1
35,No,Travel_Rarely,1029,16,3,1529,4,Female,2,3,Healthcare Representative,2,Single,No,3,4,3,1,11,3
23,No,Travel_Rarely,507,20,1,1533,1,Male,3,2,Laboratory Technician,3,Single,No,3,2,2,3,4,2
40,Yes,Travel_Rarely,676,9,4,1534,4,Male,3,1,Laboratory Technician,1,Single,No,3,2,3,1,5,0
34,No,Travel_Rarely,971,1,3,1535,4,Male,2,3,Sales Executive,3,Married,Yes,3,4,3,3,10,6
31,Yes,Travel_Frequently,561,3,3,1537,4,Female,3,1,Research Scientist,3,Single,No,3,1,2,1,7,7
50,No,Travel_Frequently,333,22,5,1539,3,Male,1,4,Research Director,4,Single,Yes,3,4,2,3,32,9
34,No,Travel_Rarely,1440,7,2,1541,2,Male,3,1,Sales Representative,3,Married,Yes,4,2,4,3,11,7
42,No,Travel_Rarely,1210,2,3,1542,3,Male,2,1,Laboratory Technician,2,Married,No,3,2,3,3,1,0
37,No,Travel_Rarely,674,13,3,1543,1,Male,3,2,Research Scientist,4,Married,No,3,1,2,3,10,7
29,No,Travel_Rarely,441,8,1,1544,3,Female,1,2,Healthcare Representative,1,Married,No,3,3,3,3,7,7
33,No,Travel_Rarely,575,25,3,1545,4,Male,2,2,Manufacturing Director,2,Single,No,3,4,2,3,5,2
45,No,Travel_Rarely,950,28,3,1546,4,Male,3,1,Research Scientist,4,Married,No,4,4,3,3,5,3
42,No,Travel_Frequently,288,2,3,1547,4,Male,3,3,Healthcare Representative,4,Married,Yes,3,3,3,1,20,9
40,No,Travel_Rarely,1342,9,2,1548,1,Male,3,2,Sales Executive,1,Married,No,3,4,5,4,8,1
33,No,Travel_Rarely,589,28,4,1549,2,Male,3,2,Laboratory Technician,3,Married,Yes,3,2,3,3,15,7
40,No,Travel_Rarely,898,6,2,1550,3,Male,3,4,Manager,4,Single,Yes,4,4,2,3,21,7
24,No,Travel_Rarely,350,21,2,1551,3,Male,2,1,Laboratory Technician,1,Divorced,No,3,2,3,3,1,0
40,No,Non-Travel,1142,8,2,1552,4,Male,3,2,Healthcare Representative,4,Divorced,Yes,3,3,2,3,2,2
45,No,Travel_Rarely,538,1,4,1553,1,Male,3,3,Healthcare Representative,2,Divorced,No,3,1,4,3,10,7
35,No,Travel_Rarely,1402,28,4,1554,2,Female,2,1,Sales Representative,3,Married,No,4,1,5,3,5,2
32,No,Travel_Rarely,824,5,2,1555,4,Female,2,2,Research Scientist,2,Married,No,3,1,2,3,7,5
36,No,Travel_Rarely,1157,2,4,1556,3,Male,3,1,Sales Representative,4,Single,Yes,4,4,3,2,3,2
48,No,Travel_Rarely,492,16,4,1557,3,Female,3,2,Sales Executive,3,Divorced,No,3,3,2,3,8,7
29,No,Travel_Rarely,598,9,3,1558,3,Male,4,1,Research Scientist,3,Married,No,3,1,2,2,1,0
33,No,Travel_Rarely,1242,8,4,1560,1,Male,3,2,Sales Executive,1,Married,No,3,4,6,1,2,2
30,Yes,Travel_Rarely,740,1,3,1562,2,Male,2,2,Sales Executive,1,Married,No,3,4,4,3,10,7
38,No,Travel_Frequently,888,10,4,1563,3,Male,3,2,Human Resources,3,Married,No,3,3,2,3,6,2
35,No,Travel_Rarely,992,1,3,1564,4,Male,2,1,Laboratory Technician,1,Single,No,3,2,3,3,3,2
30,No,Travel_Rarely,1288,29,4,1568,3,Male,3,3,Sales Executive,2,Married,No,3,2,3,3,4,3
35,Yes,Travel_Rarely,104,2,3,1569,1,Female,3,1,Laboratory Technician,1,Divorced,Yes,3,4,2,3,1,0
53,Yes,Travel_Rarely,607,2,5,1572,3,Female,2,3,Manufacturing Director,4,Married,No,3,2,4,3,33,9
38,Yes,Travel_Rarely,903,2,3,1573,3,Male,3,2,Manufacturing Director,2,Married,No,3,1,2,3,5,4
32,No,Non-Travel,1200,1,4,1574,4,Male,3,2,Research Scientist,1,Married,No,3,2,3,2,6,2
48,No,Travel_Rarely,1108,15,4,1576,3,Female,3,1,Research Scientist,1,Married,No,3,4,3,2,8,6
34,No,Travel_Rarely,479,7,4,1577,1,Male,3,1,Research Scientist,4,Single,No,3,3,4,1,1,0
55,No,Travel_Rarely,685,26,5,1578,3,Male,2,5,Manager,4,Married,No,4,3,3,3,36,13
34,No,Travel_Rarely,1351,1,4,1580,2,Male,3,2,Research Scientist,4,Married,No,3,2,3,2,2,1
26,No,Travel_Rarely,474,3,3,1581,1,Female,3,1,Research Scientist,4,Married,No,4,1,5,3,1,0
38,No,Travel_Rarely,1245,14,3,1582,3,Male,3,2,Sales Executive,2,Married,No,3,4,3,3,9,7
38,No,Travel_Rarely,437,16,3,1583,2,Female,3,2,Sales Executive,2,Single,No,3,2,5,4,3,2
36,No,Travel_Rarely,884,1,4,1585,2,Female,3,2,Sales Executive,3,Single,No,3,1,5,3,1,0
29,No,Travel_Rarely,1370,3,1,1586,2,Male,3,1,Laboratory Technician,1,Single,Yes,3,4,3,3,10,5
35,No,Travel_Rarely,670,10,4,1587,1,Female,3,2,Healthcare Representative,3,Single,Yes,3,3,4,3,5,4
39,No,Travel_Rarely,1462,6,3,1588,4,Male,4,3,Sales Executive,3,Married,No,3,1,3,3,7,6
29,No,Travel_Frequently,995,2,1,1590,1,Male,3,2,Healthcare Representative,4,Divorced,No,3,4,0,4,6,3
50,No,Travel_Rarely,264,9,3,1591,3,Male,3,5,Manager,3,Married,Yes,3,3,2,3,1,0
23,No,Travel_Rarely,977,10,3,1592,4,Male,4,1,Research Scientist,3,Married,No,3,4,2,3,2,2
36,No,Travel_Frequently,1302,6,4,1594,1,Male,4,2,Laboratory Technician,1,Married,Yes,3,4,3,3,3,2
42,No,Travel_Rarely,1059,9,2,1595,4,Male,2,5,Manager,4,Single,No,4,4,2,3,1,1
35,No,Travel_Rarely,750,28,3,1596,2,Male,4,2,Laboratory Technician,3,Married,No,3,4,3,2,10,8
34,No,Travel_Frequently,653,10,4,1597,4,Male,2,2,Healthcare Representative,3,Married,No,3,2,3,2,8,7
40,No,Travel_Rarely,118,14,2,1598,4,Female,3,2,Sales Executive,1,Married,No,3,3,2,3,5,2
43,No,Travel_Rarely,990,27,3,1599,4,Male,4,1,Laboratory Technician,2,Divorced,No,3,3,0,3,6,2
35,No,Travel_Rarely,1349,7,2,1601,3,Male,2,1,Laboratory Technician,4,Married,No,3,4,5,2,1,1
46,No,Travel_Rarely,563,1,4,1602,4,Male,4,4,Manager,1,Single,No,3,2,5,1,26,12
28,Yes,Travel_Rarely,329,24,3,1604,3,Male,3,1,Laboratory Technician,2,Married,Yes,3,3,3,3,1,0
22,No,Non-Travel,457,26,2,1605,2,Female,2,1,Research Scientist,3,Married,Yes,3,2,2,2,4,3
50,No,Travel_Frequently,1234,20,5,1606,2,Male,3,4,Healthcare Representative,3,Married,Yes,3,3,3,3,30,13
32,No,Travel_Rarely,634,5,4,1607,2,Female,4,1,Research Scientist,4,Married,No,3,4,3,3,3,2
44,No,Travel_Rarely,1313,7,3,1608,2,Female,3,5,Research Director,4,Divorced,Yes,3,4,4,2,22,10
30,No,Travel_Rarely,241,7,3,1609,2,Male,2,1,Research Scientist,2,Married,No,3,2,3,2,6,1
45,No,Travel_Rarely,1015,5,5,1611,3,Female,1,2,Laboratory Technician,1,Single,Yes,3,1,3,3,10,4
45,No,Non-Travel,336,26,3,1612,1,Male,2,2,Sales Executive,1,Married,No,3,1,2,3,10,5
31,No,Travel_Frequently,715,2,4,1613,4,Male,3,2,Sales Executive,1,Single,No,3,4,3,3,5,3
36,No,Travel_Rarely,559,12,4,1614,3,Female,3,2,Manufacturing Director,3,Married,Yes,3,2,2,3,3,1
34,No,Travel_Frequently,426,10,4,1615,3,Male,4,2,Manufacturing Director,4,Divorced,No,3,1,3,3,9,2
49,No,Travel_Rarely,722,25,4,1617,3,Female,3,1,Laboratory Technician,1,Married,No,3,4,3,2,9,4
39,No,Travel_Rarely,1387,10,5,1618,2,Male,3,2,Manufacturing Director,1,Married,No,3,4,3,3,7,7
27,No,Travel_Rarely,1302,19,3,1619,4,Male,2,1,Laboratory Technician,1,Divorced,No,3,1,3,3,7,7
35,No,Travel_Rarely,819,18,5,1621,2,Male,4,2,Research Scientist,1,Married,No,3,4,2,3,16,10
28,No,Travel_Rarely,580,27,3,1622,2,Female,1,2,Manufacturing Director,1,Divorced,No,4,2,5,2,5,0
21,No,Travel_Rarely,546,5,1,1623,3,Male,3,1,Research Scientist,4,Single,No,3,3,2,3,2,2
18,Yes,Travel_Frequently,544,3,2,1624,2,Female,3,1,Sales Representative,4,Single,Yes,3,3,2,4,0,0
47,No,Travel_Rarely,1176,26,4,1625,4,Female,3,5,Manager,3,Married,No,3,3,2,3,5,0
39,No,Travel_Rarely,170,3,2,1627,3,Male,2,2,Laboratory Technician,3,Divorced,No,3,4,3,3,10,7
40,No,Travel_Rarely,884,15,3,1628,1,Female,2,3,Manufacturing Director,3,Married,No,3,4,2,3,18,12
35,No,Non-Travel,208,8,4,1630,3,Female,3,2,Healthcare Representative,3,Married,No,3,4,5,3,14,9
37,No,Travel_Rarely,671,19,3,1631,3,Male,3,2,Manufacturing Director,3,Married,No,3,1,2,2,4,2
39,No,Travel_Frequently,711,4,3,1633,1,Female,3,2,Manufacturing Director,3,Single,No,3,4,2,1,9,8
45,No,Travel_Rarely,1329,2,2,1635,4,Female,2,2,Manufacturing Director,4,Divorced,No,3,1,3,3,10,9
38,No,Travel_Rarely,397,2,2,1638,4,Female,2,3,Manufacturing Director,3,Married,Yes,3,4,6,4,5,2
35,Yes,Travel_Rarely,737,10,3,1639,4,Male,2,3,Sales Executive,1,Married,No,3,3,3,3,13,0
37,No,Travel_Rarely,1470,10,3,1640,2,Female,3,1,Research Scientist,2,Married,No,3,1,2,1,8,7
40,No,Travel_Rarely,448,16,3,1641,3,Female,3,3,Manufacturing Director,4,Single,Yes,3,4,2,2,4,3
44,No,Travel_Frequently,602,1,5,1642,1,Male,3,2,Human Resources,4,Married,Yes,3,3,3,3,10,2
48,No,Travel_Frequently,365,4,5,1644,3,Male,2,4,Manager,4,Married,No,4,2,3,3,2,2
35,Yes,Travel_Rarely,763,15,2,1645,1,Male,1,2,Sales Executive,4,Divorced,Yes,3,4,2,2,2,2
24,No,Travel_Frequently,567,2,1,1646,1,Female,3,1,Research Scientist,4,Single,Yes,3,3,2,3,6,3
27,No,Travel_Rarely,486,8,3,1647,2,Female,4,1,Research Scientist,3,Married,No,3,1,0,3,3,2
27,No,Travel_Frequently,591,2,3,1648,4,Male,3,1,Research Scientist,4,Single,No,3,3,0,2,4,2
40,Yes,Travel_Rarely,1329,7,3,1649,1,Male,3,1,Laboratory Technician,1,Single,Yes,3,2,3,1,4,3
29,No,Travel_Rarely,469,10,3,1650,3,Male,2,2,Sales Executive,3,Single,No,3,3,2,3,5,4
36,No,Travel_Rarely,711,5,4,1651,2,Female,3,3,Healthcare Representative,1,Married,No,3,3,6,3,3,2
25,No,Travel_Frequently,772,2,1,1653,4,Male,4,2,Manufacturing Director,3,Divorced,No,3,3,6,3,7,7
39,No,Travel_Rarely,492,12,3,1654,4,Male,3,2,Manufacturing Director,2,Married,No,4,3,3,3,5,0
49,No,Travel_Rarely,301,22,4,1655,1,Female,3,4,Research Director,2,Married,No,3,2,2,3,4,2
50,No,Travel_Rarely,813,17,5,1656,4,Female,2,3,Research Director,1,Divorced,No,3,3,3,3,14,11
20,No,Travel_Rarely,1141,2,3,1657,3,Female,3,1,Sales Representative,3,Single,No,3,1,3,3,2,2
34,No,Travel_Rarely,1130,3,3,1658,4,Female,3,2,Research Scientist,2,Divorced,No,3,3,2,3,11,9
36,No,Travel_Rarely,311,7,3,1659,1,Male,3,1,Laboratory Technician,2,Single,No,3,3,4,3,4,3
49,No,Travel_Rarely,465,6,1,1661,3,Female,2,4,Healthcare Representative,3,Married,Yes,3,2,3,3,15,12
